Date,KLCI_Close,AMM_Close,Astro_Close,Axiata_Close,Roth_Close,Cimb_Close,Digi_Close,Fgv_Close,Gent_Close,Genm_Close,Hlbk_Close,Hlfg_Close,Ihh_Close,Ioi_Close,Klk_Close,Misc_Close,May_Close,Maxis_Close,Pep_Close,Pchem_Close,Petd_Close,Ptg_Close,Pbk_Close,Rhbc_Close,Sakp_Close,Sime_Close,T_Close,Tnb_Close,Uems_Close,Umwh_Close,Ytl_Close
2013-05-21,1787.38,7.3,3.15,6.94,64.94,8.5,4.65,4.62,10.7,3.95,14.38,15.4,3.93,5.25,21.74,4.43,10.22,6.98,13.88,6.55,25.68,21.64,16.7,8.83,4,9.5,5.48,8.3,3.46,14.4,1.74
2013-05-22,1783.88,7.33,3.16,6.96,64.5,8.62,4.66,4.62,10.5,3.94,14.3,14.94,3.94,5.19,21.7,4.41,10.08,6.97,13.76,6.55,25.52,21.34,16.78,8.82,3.99,9.48,5.49,8.34,3.37,14.32,1.74
2013-05-23,1773.06,7.28,3.04,6.92,65.4,8.51,4.61,4.55,10.3,3.91,14.04,15.2,3.95,5.21,21.5,4.39,10.08,6.96,13.78,6.53,25.24,21.14,16.78,8.76,3.89,9.47,5.48,8.31,3.26,14.34,1.72
2013-05-27,1767.13,7.25,3.11,6.96,65,8.41,4.64,4.55,10.16,3.94,13.94,15.24,3.93,5.27,21.4,4.45,10.04,6.9,13.66,6.48,24.84,21.02,16.74,8.7,3.9,9.44,5.44,8.35,3.34,14.26,1.71
2013-05-28,1776.16,7.32,3.13,6.96,64.06,8.48,4.67,4.55,10.3,3.95,14,15.66,3.98,5.19,21.6,4.65,10.1,6.91,13.64,6.57,25.04,21.12,16.76,8.7,4.1,9.39,5.45,8.45,3.65,14.26,1.71
2013-05-29,1783.47,7.32,3.14,6.75,64.18,8.51,4.71,4.55,10.38,4,14.36,15.16,4,5.1,21.6,4.72,10.14,6.87,13.6,6.61,24.88,21.3,16.94,8.85,4.13,9.42,5.46,8.45,3.59,14.48,1.71
2013-05-30,1774.92,7.35,3.15,6.75,64,8.42,4.77,4.46,10.26,3.9,14.12,14.88,3.99,5.13,21.4,4.69,10.18,6.7,13.66,6.58,25.04,21.46,16.86,8.75,4.11,9.42,5.47,8.45,3.52,14.32,1.68
2013-05-31,1769.22,7.33,3.23,6.75,63.54,8.28,4.75,4.41,10.12,3.9,14.18,14.86,3.99,5.29,21.18,4.88,10.18,6.76,13.6,6.6,25,21.24,16.96,8.76,4.5,9.42,5.49,8.35,3.5,14.42,1.69
2013-06-03,1766.33,7.37,3.15,6.73,64,8.26,4.66,4.5,10.08,3.92,13.82,14.72,3.95,5.21,21.2,4.86,10.22,6.77,13.46,6.64,25,21.2,16.94,8.67,4.22,9.42,5.41,8.37,3.41,14.48,1.68
2013-06-04,1776.74,7.39,3.15,6.73,64.78,8.3,4.7,4.56,10.12,4,14,15.06,3.95,5.31,21.62,5.01,10.26,6.81,13.72,6.73,25.38,21.2,16.94,8.72,4.18,9.45,5.44,8.32,3.44,14.52,1.69
2013-06-05,1774.42,7.45,3.15,6.74,64,8.2,4.72,4.54,10.24,3.93,13.98,14.98,3.99,5.31,21.48,5.1,10.24,6.81,13.94,6.6,25.5,21.5,16.94,8.63,4.21,9.5,5.44,8.32,3.37,14.6,1.69
2013-06-06,1769.6,7.31,3.02,6.74,64,8.06,4.68,4.54,10.2,3.88,14.1,15,3.9,5.49,21.5,4.9,10.28,6.82,13.88,6.64,25.54,21.3,17,8.64,4.14,9.49,5.44,8.25,3.24,14.64,1.72
2013-06-07,1775.59,7.41,2.98,6.7,63.8,8.16,4.67,4.5,10.44,3.94,14.12,15.06,3.9,5.42,21.44,4.98,10.44,6.75,13.74,6.6,26.1,21.2,16.98,8.64,4.14,9.49,5.41,8.29,3.41,14.7,1.73
2013-06-10,1787.8,7.42,3.01,6.71,63.56,8.27,4.72,4.53,10.6,3.94,14.12,14.64,3.92,5.3,21.74,5.03,10.44,6.76,14.04,6.62,26.1,21.38,17.02,8.67,4.19,9.61,5.46,8.3,3.36,14.72,1.73
2013-06-11,1779.57,7.33,3,6.72,62.6,8.19,4.68,4.52,10.5,3.98,14.08,14.38,3.93,5.2,21.7,4.97,10.48,6.76,13.9,6.6,25.14,21.06,17.06,8.61,4.19,9.58,5.45,8.3,3.24,14.72,1.71
2013-06-12,1775.12,7.26,3.03,6.6,62.4,8.2,4.69,4.5,11.02,3.89,13.96,14,3.93,5.4,21.68,4.9,10.46,6.76,13.74,6.55,25.08,21.22,17.02,8.61,4.16,9.58,5.44,8.26,3.26,14.3,1.7
2013-06-13,1742.87,7.05,2.98,6.48,62,8.13,4.68,4.49,10.34,3.82,13.78,14.28,3.85,5.39,21.22,4.89,10.04,6.75,13.6,6.36,25.02,20.84,16.96,8.61,4.04,9.46,5.42,8.05,3.12,14.14,1.67
2013-06-14,1762.19,7.12,2.98,6.62,61.54,8.17,4.69,4.52,10.5,3.85,13.78,14.34,3.88,5.37,21.28,5.08,10.18,6.77,13.52,6.57,25.46,20.94,16.94,8.62,4.09,9.53,5.46,8.29,3.18,14.54,1.67
2013-06-17,1772.17,7.19,3.04,6.65,62.22,8.2,4.69,4.55,10.5,3.92,13.8,14.24,3.92,5.38,21.5,5.17,10.38,6.77,13.56,6.6,25.4,21,17,8.65,4.14,9.53,5.49,8.29,3.26,14.6,1.69
2013-06-18,1774.05,7.2,3.08,6.64,62,8.27,4.71,4.55,10.3,3.92,13.8,14.16,3.96,5.26,21.5,5.14,10.44,6.8,13.6,6.6,25.32,21.1,17.02,8.66,4.24,9.55,5.49,8.31,3.26,14.58,1.68
2013-06-19,1772.88,7.17,3.03,6.65,61.6,8.29,4.72,4.53,10.3,3.88,13.82,14.1,3.96,5.24,21.6,5.1,10.42,6.8,13.72,6.62,25.26,21.08,17,8.6,4.26,9.56,5.49,8.31,3.26,14.4,1.66
2013-06-20,1762.34,7.15,2.98,6.65,61.1,8.22,4.7,4.51,10.16,3.8,13.72,13.96,4.03,5.19,21.5,5.09,10.36,6.8,13.76,6.6,25.12,20.64,16.96,8.6,4.23,9.49,5.49,8.32,3.12,14.58,1.65
2013-06-21,1755.85,7.07,2.98,6.61,59.5,8.2,4.71,4.68,10.06,3.8,13.76,13.78,3.95,5.23,21.3,5.07,10.26,6.82,13.7,6.66,25.18,20.76,16.86,8.51,4.12,9.4,5.43,8.3,3.07,14.6,1.67
2013-06-24,1738.19,7.07,3.06,6.6,57.02,8.13,4.66,4.57,10,3.71,13.74,13.5,3.89,5.34,21.18,4.93,10.14,6.75,13.7,6.58,25.1,20.16,16.8,8.5,4.02,9.4,5.4,8.19,2.91,14.48,1.64
2013-06-25,1728.64,6.98,3,6.61,58.3,8.05,4.66,4.57,9.92,3.68,13.44,13.74,3.89,5.39,21.1,4.92,10,6.75,13.8,6.54,24.98,20.04,16.66,8.45,3.86,9.43,5.44,8.2,2.91,14.3,1.61
2013-06-26,1740.76,7.08,2.99,6.61,58.74,8.07,4.7,4.59,10.3,3.68,13.52,14.22,3.88,5.44,21.1,5.12,10.08,6.77,13.8,6.6,25.1,20.12,16.68,8.47,3.89,9.47,5.43,8.23,2.96,14.3,1.64
2013-06-27,1751.57,7.19,2.97,6.61,59.34,8.18,4.66,4.47,10.32,3.78,13.62,14.46,3.89,5.43,21.18,5.08,10.24,6.79,13.9,6.56,25.16,20.3,16.8,8.6,3.97,9.48,5.41,8.28,3.08,14.28,1.65
2013-06-28,1773.54,7.34,3.03,6.63,59.6,8.28,4.76,4.52,10.44,3.89,13.9,14.74,3.95,5.42,21.72,5.1,10.4,6.87,14.16,6.62,25.3,20.9,16.94,8.63,4.09,9.58,5.4,8.29,3.12,14.6,1.66
2013-07-01,1775.14,7.38,3.03,6.63,61.5,8.29,4.71,4.54,10.38,4,14.3,14.8,3.93,5.45,21.7,5.14,10.36,6.85,14.28,6.62,25.9,20.9,16.94,8.68,4,9.58,5.42,8.28,3.09,14.76,1.65
2013-07-02,1771.89,7.52,3.05,6.65,60,8.23,4.7,4.52,10.2,3.98,13.9,14.6,3.97,5.46,21.6,5.23,10.4,6.81,14.2,6.61,25.96,21.22,16.96,8.54,4.05,9.5,5.42,8.29,3.03,14.44,1.64
2013-07-03,1769.21,7.64,2.98,6.65,59.32,8.25,4.69,4.5,10.04,3.87,13.84,14.58,3.97,5.45,21.46,5.16,10.46,6.8,14.36,6.61,26.18,21.1,16.98,8.5,4.01,9.5,5.41,8.29,2.95,14.54,1.63
2013-07-04,1771.34,7.63,2.98,6.65,59.4,8.29,4.7,4.5,10.04,3.94,13.9,14.68,3.97,5.45,21.64,5.2,10.5,6.79,14.36,6.6,25.8,20.9,17.02,8.46,4.01,9.5,5.39,8.29,2.99,14.54,1.63
2013-07-05,1772.27,7.65,3.04,6.66,58.68,8.27,4.7,4.55,10.04,3.87,13.98,14.3,3.99,5.42,21.7,5.2,10.38,6.85,14.5,6.61,26.08,21.16,17.02,8.5,4.03,9.46,5.39,8.3,3.08,14.6,1.64
2013-07-08,1762.87,7.52,2.98,6.66,58.4,8.24,4.65,4.48,9.99,3.82,13.8,14.3,3.95,5.45,21.56,5.2,10.3,6.84,14.22,6.58,25.8,21.14,16.96,8.4,4.01,9.44,5.39,8.32,3.07,14.48,1.63
2013-07-09,1766.49,7.55,2.96,6.66,58.9,8.24,4.62,4.54,9.95,3.87,13.82,14.22,3.97,5.45,21.46,5.24,10.42,6.81,14.24,6.6,25.96,20.94,16.94,8.45,4.02,9.43,5.39,8.5,3.06,14.52,1.62
2013-07-10,1768.71,7.55,3,6.66,58.82,8.23,4.62,4.49,9.95,3.95,13.98,14.38,3.96,5.6,21.5,5.24,10.42,6.85,14.34,6.62,26.08,20.94,16.96,8.57,4.03,9.44,5.4,8.49,3.01,14.3,1.63
2013-07-11,1781.15,7.63,3.02,6.8,59.9,8.28,4.63,4.54,9.98,3.97,14.14,14.7,3.96,5.58,21.7,5.26,10.44,6.85,14.44,6.62,26.42,21,17.02,8.54,4.08,9.48,5.38,8.74,3.05,14.46,1.64
2013-07-12,1785.65,7.65,3.04,6.82,60.6,8.32,4.64,4.53,10.06,4,14.16,14.62,3.96,5.56,21.86,5.25,10.4,6.85,14.46,6.61,26.46,21.04,16.96,8.59,4.12,9.5,5.39,8.65,3.07,14.54,1.65
2013-07-15,1786.67,7.7,3.03,6.79,60.32,8.35,4.67,4.53,10.04,3.99,14.3,14.72,3.96,5.52,21.7,5.38,10.5,6.8,14.5,6.62,26.46,21,17.04,8.5,4.1,9.5,5.39,8.6,3.07,14.5,1.63
2013-07-16,1786.39,7.79,3.04,6.79,59.98,8.39,4.65,4.5,9.99,3.93,14.28,14.68,3.96,5.38,21.5,5.49,10.5,6.8,14.5,6.62,26.4,21,17.02,8.63,4.09,9.5,5.36,8.62,3.08,14.58,1.63
2013-07-17,1788.66,7.87,3.03,6.77,60.64,8.42,4.63,4.51,10,3.9,14.26,14.54,3.95,5.45,21.4,5.6,10.5,6.92,14.5,6.55,26.32,20.94,17.04,8.52,4.11,9.51,5.29,8.85,3.04,14.46,1.64
2013-07-18,1791.54,7.85,3.04,6.76,60.5,8.46,4.62,4.51,9.96,3.86,14.44,14.38,3.95,5.45,21.28,5.75,10.6,7.01,14.62,6.59,26.38,20.9,17.02,8.5,4.1,9.5,5.25,9.01,3.1,14.52,1.64
2013-07-19,1797.74,7.96,3.04,6.78,60.6,8.46,4.6,4.5,9.99,3.86,14.46,14.3,4.01,5.45,21.4,5.76,10.64,7.03,14.64,6.58,26.36,20.88,17.04,8.48,4.06,9.49,5.26,9.3,3.06,14.52,1.65
2013-07-22,1797.68,7.93,3,6.83,59.78,8.48,4.63,4.49,9.9,3.9,14.3,14.54,4.09,5.45,21.28,5.78,10.66,7.05,14.66,6.59,26.4,20.88,17.04,8.47,4.05,9.5,5.25,9.21,3.1,14.46,1.63
2013-07-23,1805.31,7.99,3.02,6.83,60.7,8.52,4.63,4.5,9.84,3.95,14.4,14.56,4.15,5.45,21.5,5.85,10.72,7.09,14.82,6.62,26.6,21,17.1,8.59,4.05,9.54,5.28,9.19,3.06,14.48,1.65
2013-07-24,1810,8.02,3.02,6.82,60.8,8.54,4.64,4.5,10.02,4,14.4,14.4,4.15,5.45,21.5,5.61,10.74,7.08,15.02,6.63,26.72,21.3,17.34,8.56,4.03,9.55,5.28,9.14,3.06,14.44,1.66
2013-07-25,1808.42,7.98,2.99,6.83,60.24,8.56,4.64,4.46,10.02,3.98,14.26,14.5,4.14,5.46,21.42,5.72,10.72,7.1,15.2,6.62,26.82,21.38,17.28,8.55,4.03,9.54,5.26,9.16,2.98,14.28,1.67
2013-07-26,1807.61,8,3.01,6.84,60.78,8.45,4.63,4.5,10.02,4,14.3,14.44,4.14,5.47,21.38,5.79,10.7,7.09,15.26,6.62,27.02,21.4,17.28,8.5,4.03,9.53,5.26,9.16,2.89,14.34,1.68
2013-07-29,1798.78,7.94,3.02,6.82,60.7,8.31,4.65,4.48,9.94,4.01,14.22,14.3,4.03,5.46,21.2,5.65,10.7,7.09,15.08,6.6,26.7,21,17.26,8.53,4.03,9.5,5.27,9.09,2.9,14.22,1.7
2013-07-30,1795.08,7.94,3.04,6.83,61.3,8.15,4.62,4.48,9.91,4.21,14.18,13.98,4.03,5.45,21.2,5.61,10.56,7.09,15.1,6.65,27,20.92,17.28,8.56,4.02,9.49,5.27,9,2.86,14.2,1.7
2013-07-31,1772.62,7.83,3,6.79,61.3,7.87,4.65,4.4,9.83,4.16,13.8,14.04,4,5.45,21.2,5.44,10.26,7.11,14.9,6.62,26.8,20.84,17.26,8.25,3.86,9.48,5.27,8.89,2.68,13.86,1.67
2013-08-01,1777.82,7.79,3,6.83,62.18,7.84,4.63,4.41,9.87,4.3,13.92,14.2,4,5.44,21.2,5.37,10.4,7.08,14.7,6.61,26.74,20.48,17.38,8.31,3.9,9.49,5.26,8.98,2.7,14,1.66
2013-08-02,1782.51,7.81,3.02,6.83,63,7.84,4.63,4.46,9.9,4.5,14.1,14.14,4.01,5.48,21.38,5.29,10.32,7.09,14.84,6.63,26.44,20.64,17.38,8.31,3.92,9.51,5.25,8.99,2.73,14.12,1.68
2013-08-05,1785.14,8.05,3.02,6.84,63.24,7.85,4.66,4.47,9.92,4.4,13.96,14.24,4,5.43,21.26,5.2,10.4,7.08,14.98,6.6,27.06,20.8,17.46,8.3,3.84,9.5,5.3,9,2.74,14.16,1.67
2013-08-06,1784.64,8.02,3.03,6.85,63.7,7.88,4.67,4.42,9.84,4.33,14,14.3,3.99,5.44,21.34,5.19,10.42,7.15,14.98,6.63,27.32,20.92,17.3,8.05,3.84,9.52,5.33,8.95,2.79,14.12,1.66
2013-08-07,1779.32,7.87,3.02,6.85,63.56,7.86,4.64,4.38,9.81,4.28,14.1,14.34,3.99,5.46,21.32,5.14,10.4,7.23,14.84,6.58,28,20.72,17.28,8.04,3.8,9.5,5.3,8.93,2.76,14.14,1.66
2013-08-12,1784.57,7.97,3,6.9,63.52,7.96,4.65,4.37,9.89,4.27,14.08,14.36,4,5.45,21.08,5.15,10.48,7.27,14.86,6.6,28.68,20.92,17.26,8.04,3.73,9.48,5.28,8.92,2.75,14.18,1.67
2013-08-13,1795.09,8.08,3.03,6.93,63.66,8.07,4.7,4.41,9.91,4.43,14.22,14.4,4.08,5.43,21.14,5.15,10.48,7.26,14.88,6.61,29,21.28,17.28,8.05,3.71,9.48,5.29,8.99,2.81,14.4,1.66
2013-08-14,1793.73,8.08,3.02,6.93,62.74,8.09,4.68,4.42,9.97,4.37,14.3,14.58,4.09,5.41,21.22,5.17,10.5,7.24,14.88,6.62,28.78,21.06,17.24,8.05,3.74,9.48,5.28,8.99,2.75,14.4,1.65
2013-08-15,1792.21,7.97,3,6.9,62.5,8.15,4.66,4.55,9.85,4.29,14.2,14.68,4.19,5.4,21.18,5.17,10.48,7.24,14.78,6.6,28.34,20.74,17.32,8.08,3.8,9.48,5.27,8.99,2.76,14.4,1.65
2013-08-16,1788.24,7.96,2.98,6.91,62.48,8.04,4.65,4.49,9.9,4.3,14.36,14.5,4.14,5.36,21.2,5.14,10.48,7.21,14.66,6.62,28.3,20.74,17.24,8.05,3.85,9.5,5.27,8.97,2.72,14.08,1.65
2013-08-19,1778.36,7.85,2.95,6.9,62,7.9,4.68,4.4,9.81,4.21,14.18,14.08,4.12,5.3,21.34,5.07,10.44,7.2,14.36,6.62,27.98,20.62,17.3,7.91,3.78,9.49,5.25,8.97,2.69,13.98,1.65
2013-08-20,1745.42,7.71,3,6.65,61.86,7.58,4.66,4.24,9.6,4.19,14.12,14.12,4.14,5.2,21.24,4.8,9.96,7.06,14.1,6.62,27.98,20.32,17.14,7.8,3.7,9.32,5.26,8.97,2.58,13.82,1.6
2013-08-21,1744.85,7.58,2.95,6.65,61,7.62,4.7,4.35,9.55,4.15,14.08,13.96,4.14,5.25,21.24,4.85,10,7.15,14.1,6.6,27.7,20.3,17.14,7.7,3.72,9.4,5.26,8.86,2.63,13.72,1.59
2013-08-22,1720.37,7.47,2.9,6.58,60.5,7.56,4.65,4.35,9.42,4.05,13.9,14.22,4.12,5.35,21.2,4.76,9.87,7,14,6.5,27.18,20.08,16.9,7.3,3.64,9.38,5.22,8.52,2.64,13.42,1.57
2013-08-23,1721.07,7.52,2.92,6.52,62.3,7.54,4.58,4.3,9.44,4.2,13.86,14.3,4.14,5.36,21.2,4.68,9.95,6.98,13.92,6.48,27.26,19.76,16.98,7.28,3.58,9.39,5.21,8.55,2.56,13.34,1.58
2013-08-26,1722.49,7.51,2.91,6.6,62.16,7.48,4.67,4.33,9.46,4.08,13.84,14.22,4.12,5.31,21.28,4.75,9.92,6.93,14,6.49,27.14,19.76,16.98,7.28,3.51,9.44,5.27,8.65,2.55,12.92,1.57
2013-08-27,1701.24,7.44,2.83,6.48,61.6,7.38,4.66,4.28,9.37,4.15,13.74,13.84,4.04,5.32,21.2,4.55,9.86,6.86,13.54,6.4,26.6,19.36,16.88,7.21,3.24,9.3,5.24,8.63,2.41,12.5,1.57
2013-08-28,1686.17,7.28,2.9,6.6,61,7.11,4.68,4.23,9.2,4.07,13.62,14.12,3.84,5.4,21.2,4.61,9.7,6.77,13.2,6.31,26.04,19.12,16.82,7.38,3.37,9.32,5.25,8.61,2.33,12.12,1.54
2013-08-29,1703.78,7.34,2.9,6.74,61,7.2,4.67,4.32,9.18,4.04,13.7,14.5,3.91,5.4,21.38,4.71,9.94,6.81,13.2,6.44,26.36,19.54,16.86,7.39,3.51,9.39,5.26,8.64,2.44,12.28,1.53
2013-08-30,1727.58,7.43,2.96,6.74,62.14,7.28,4.7,4.37,9.33,4.21,14.1,14.38,4.01,5.37,21.52,4.72,10,6.84,13.34,6.62,27.8,20.14,17.06,7.48,3.59,9.39,5.41,8.73,2.52,12.58,1.55
2013-09-02,1717.56,7.41,2.91,6.66,62.12,7.18,4.68,4.25,9.3,4.13,13.92,14.52,4,5.35,21.5,4.7,9.99,6.87,13.26,6.6,27.2,20.06,17.1,7.32,3.49,9.41,5.4,8.67,2.47,12.5,1.54
2013-09-03,1724.21,7.43,2.91,6.75,61.54,7.19,4.67,4.22,9.38,4.13,13.96,14.48,4,5.3,21.4,4.72,10.02,6.99,13.12,6.58,27.14,20.08,17.22,7.28,3.5,9.4,5.42,8.94,2.44,12.58,1.52
2013-09-04,1716.76,7.44,2.9,6.75,60.82,7.17,4.66,4.19,9.29,4.09,13.78,14.48,4,5.35,21.4,4.68,9.83,6.86,13.12,6.59,26.72,20.3,17.22,7.24,3.5,9.42,5.38,8.93,2.45,12.4,1.53
2013-09-05,1720.97,7.46,2.85,6.75,60.56,7.15,4.67,4.16,9.3,4.09,14,14.2,4.06,5.37,21.44,4.69,9.88,6.88,13.34,6.59,27.38,20.54,17.32,7.3,3.57,9.41,5.39,8.94,2.4,12.4,1.51
2013-09-06,1723.8,7.49,2.86,6.72,61.46,7.19,4.68,4.17,9.39,4.13,13.98,14.56,4.12,5.4,21.5,4.73,10,6.86,13.3,6.5,27.38,20.36,17.4,7.27,3.51,9.4,5.37,8.91,2.33,12.42,1.52
2013-09-09,1747.03,7.52,2.96,6.76,62.28,7.4,4.7,4.18,9.8,4.3,14,14.8,4.13,5.42,21.9,4.96,10.04,6.9,13.54,6.63,27.6,20.88,17.58,7.48,3.6,9.41,5.4,8.93,2.37,12.78,1.52
2013-09-10,1764.95,7.61,2.95,6.76,63,7.53,4.72,4.2,10,4.32,14.1,14.92,4.15,5.42,22.3,5.04,10.08,6.93,14.08,6.7,28.1,21.3,17.76,7.58,3.7,9.48,5.36,8.99,2.52,12.84,1.55
2013-09-11,1768.48,7.6,2.96,6.84,63.42,7.5,4.7,4.24,10,4.35,14.14,14.94,4.19,5.43,22,5.15,10.06,6.98,14.38,6.74,28.28,21.3,17.74,7.63,3.71,9.53,5.39,9.03,2.47,12.34,1.55
2013-09-12,1772.4,7.57,2.95,6.88,63.5,7.58,4.8,4.29,9.95,4.4,14.08,14.98,4.16,5.41,22.1,5.14,10.12,7.05,14.42,6.75,28.34,21.24,17.72,7.58,3.67,9.52,5.4,9.01,2.44,12.46,1.54
2013-09-13,1770.8,7.57,2.98,6.89,62.4,7.57,4.83,4.29,10,4.4,14.1,14.98,4.17,5.42,22.02,5.13,10.12,7.04,14.3,6.75,28,21.1,17.72,7.6,3.61,9.52,5.39,9,2.48,12.26,1.55
2013-09-17,1774.94,7.57,3,6.88,63.06,7.58,4.87,4.29,10.14,4.36,14.04,15,4.2,5.42,22.38,5.15,10.18,7.03,14.34,6.76,28.14,21.18,17.7,7.5,3.63,9.5,5.38,9.02,2.59,12.38,1.54
2013-09-18,1771.4,7.57,2.97,6.88,63.38,7.6,4.9,4.28,9.77,4.16,14.2,15.16,4.19,5.4,22.2,5.03,10.2,6.99,14.36,6.79,28.02,21.34,17.76,7.54,3.67,9.49,5.37,9.01,2.56,12.4,1.54
2013-09-19,1792.91,7.64,2.97,6.9,64,7.82,4.98,4.35,10.1,4.23,14.32,15.2,4.24,5.41,22.52,5.17,10.24,7.03,14.58,6.86,28.5,21.8,17.82,7.6,3.79,9.51,5.38,9.1,2.71,12.78,1.55
2013-09-20,1801.83,7.66,2.99,6.91,64.1,8.08,5,4.28,10.26,4.31,14.34,15.06,4.27,5.4,22.32,5.25,10.3,7.01,14.08,6.93,28.7,21.88,17.92,7.8,3.78,9.52,5.37,9.04,2.72,12.9,1.55
2013-09-23,1796.36,7.6,3.02,6.91,63,7.95,4.96,4.28,10.22,4.3,14.22,15.2,4.23,5.39,22.44,5.25,10.24,7.01,14.2,6.93,29,21.92,17.9,7.97,3.78,9.52,5.33,9.05,2.67,12.66,1.55
2013-09-24,1792.48,7.49,3,6.9,64.8,7.9,4.95,4.29,10.38,4.3,14.36,14.88,4.24,5.39,22.78,5.2,9.97,7,14.44,6.9,28.78,21.98,17.88,7.98,3.76,9.5,5.33,9.05,2.65,12.72,1.54
2013-09-25,1784.06,7.44,2.93,6.9,63.5,7.79,4.94,4.28,10.42,4.29,14.12,14.74,4.21,5.38,22.68,5.19,9.85,7.04,14.4,6.9,28.96,21.98,17.78,7.84,3.75,9.51,5.31,9.03,2.61,12.56,1.54
2013-09-26,1774.16,7.35,2.95,6.91,63.4,7.74,4.93,4.27,10.34,4.16,14.06,14.74,4.17,5.36,22.8,5.05,9.77,7.02,14.48,6.78,28.8,22,17.68,7.6,3.73,9.5,5.31,9,2.61,12.6,1.51
2013-09-27,1776.16,7.49,2.95,6.89,62.5,7.77,4.93,4.21,10.42,4.26,14,14.52,4.2,5.38,22.66,5.09,9.86,6.99,14.4,6.8,28.9,22,17.78,7.65,3.72,9.49,5.23,9,2.57,12.16,1.51
2013-09-30,1768.62,7.42,2.92,6.88,64.2,7.52,4.86,4.2,10.4,4.22,13.98,14.8,4.15,5.39,22.6,5.12,9.84,7,14.22,6.85,29,22,17.74,7.56,3.69,9.5,5.24,9.03,2.55,11.82,1.54
2013-10-01,1769.03,7.4,2.91,6.89,64.2,7.5,4.89,4.21,10.4,4.3,13.94,14.78,4.12,5.37,22.6,5.1,9.8,7,14.4,6.85,29,21.82,17.66,7.57,3.81,9.5,5.27,9.01,2.6,11.68,1.51
2013-10-02,1770.35,7.41,2.95,6.9,62.5,7.48,4.9,4.19,10.42,4.27,14.14,14.94,4.13,5.4,22.9,5.1,9.81,7,14.38,6.83,29,22,17.72,7.6,3.85,9.51,5.25,9.01,2.58,11.5,1.51
2013-10-03,1771.37,7.43,2.92,6.91,63.34,7.48,4.89,4.11,10.4,4.29,14.2,15.04,4.14,5.41,22.7,5.18,9.82,7.04,14.38,6.82,29.1,22,17.78,7.68,3.81,9.54,5.23,9.01,2.56,11.62,1.5
2013-10-04,1776.56,7.4,2.93,6.9,63.36,7.44,4.9,4.2,10.44,4.33,14.28,15.2,4.2,5.4,22.7,5.18,9.87,7.06,14.4,6.83,29.2,22.2,17.9,7.74,3.8,9.55,5.23,9.02,2.54,11.78,1.5
2013-10-07,1776.82,7.39,2.91,6.91,63,7.47,4.94,4.19,10.4,4.3,14.24,15.14,4.17,5.37,22.9,5.1,9.89,7.05,14.4,6.79,29.28,22.34,17.98,7.7,3.79,9.54,5.2,9.02,2.49,11.88,1.49
2013-10-08,1777.5,7.38,2.92,6.92,62.72,7.46,4.97,4.22,10.46,4.3,14.24,14.92,4.19,5.35,22.66,5.09,9.87,7.05,14.38,6.86,29.4,22.18,18.04,7.73,3.8,9.45,5.18,9.02,2.49,11.88,1.52
2013-10-09,1769.12,7.36,2.92,6.9,62.5,7.4,4.89,4.25,10.4,4.23,13.82,15.14,4.17,5.35,22.64,5.11,9.85,7.03,14.16,6.89,29.06,22,18,7.72,3.77,9.44,5.16,9.03,2.44,11.84,1.51
2013-10-10,1775.92,7.45,2.92,6.92,62.8,7.42,4.88,4.27,10.24,4.29,14.28,15.28,4.2,5.38,22.7,5.19,9.9,7.05,14.3,6.96,29.3,22.1,18.08,7.61,3.82,9.44,5.17,9.02,2.46,11.98,1.52
2013-10-11,1785.75,7.46,2.92,6.91,63.38,7.49,4.88,4.25,10.42,4.3,14.3,15.28,4.21,5.38,22.88,5.16,10,7.06,14.4,7.06,29.4,22.5,18.2,7.63,3.85,9.45,5.16,9.05,2.52,12.06,1.52
2013-10-14,1784.76,7.48,2.93,6.9,62.84,7.48,4.86,4.25,10.42,4.3,14.28,15.48,4.2,5.41,22.8,5.09,10,7.05,14.26,7.04,29.2,22.5,18.24,7.57,3.82,9.45,5.16,9.1,2.5,12.26,1.52
2013-10-16,1791.37,7.46,2.95,6.9,62.9,7.46,4.91,4.4,10.44,4.26,14.3,15.26,4.21,5.39,22.9,5.11,9.94,7.13,14.4,7.13,29.64,22.7,18.46,7.82,3.85,9.44,5.15,9.1,2.5,12.12,1.53
2013-10-17,1797.42,7.46,2.96,6.91,63,7.49,4.96,4.46,10.42,4.3,14.32,15.66,4.19,5.4,22.9,5.08,9.93,7.13,14.48,7.12,29.76,22.9,18.48,7.89,4,9.44,5.15,9.14,2.5,12.3,1.54
2013-10-18,1799.59,7.49,2.92,6.91,63.56,7.55,4.94,4.38,10.46,4.32,14.42,15.66,4.15,5.39,22.9,5.18,9.93,7.1,14.62,7.08,29.78,23,18.46,7.9,4,9.45,5.15,9.15,2.51,12.46,1.56
2013-10-21,1802.61,7.5,2.94,6.91,63.08,7.64,4.9,4.3,10.36,4.3,14.4,15.58,4.13,5.39,22.92,5.13,9.99,7.1,14.7,7.08,30,23,18.46,7.9,4.09,9.46,5.14,9.16,2.59,12.42,1.61
2013-10-22,1803.58,7.51,2.97,6.91,62.9,7.59,4.92,4.35,10.18,4.3,14.44,15.42,4.14,5.41,23,5.1,9.95,7.21,14.8,7.11,30.3,22.86,18.5,7.9,4.08,9.58,5.15,9.18,2.59,12.32,1.61
