Date,KLCI_Close,AMM_Close,Astro_Close,Axiata_Close,Roth_Close,Cimb_Close,Digi_Close,Fgv_Close,Gent_Close,Genm_Close,Hlbk_Close,Hlfg_Close,Ihh_Close,Ioi_Close,Klk_Close,Misc_Close,May_Close,Maxis_Close,Pep_Close,Pchem_Close,Petd_Close,Ptg_Close,Pbk_Close,Rhbc_Close,Sakp_Close,Sime_Close,T_Close,Tnb_Close,Uems_Close,Umwh_Close,Ytl_Close
2013-03-08,1653.96,6.36,2.79,6.42,65,7.26,4.67,4.6,10.04,3.53,14.38,15.06,3.51,4.86,20.6,5.19,9.13,6.52,12.28,6.39,23.28,18.54,16.14,8.2,2.99,9.21,5.33,6.98,2.49,13.88,1.68
2013-03-11,1657.96,6.36,2.8,6.4,64.6,7.25,4.62,4.77,9.96,3.58,14.42,15.38,3.51,4.82,20.5,5.17,9.26,6.51,12.42,6.4,23.58,18.7,16.14,8.38,3.08,9.2,5.3,7.18,2.52,13.72,1.69
2013-03-12,1656.54,6.43,2.8,6.39,63.46,7.25,4.65,4.71,9.96,3.58,14.6,15.08,3.49,4.81,20.58,5.06,9.2,6.54,12.64,6.4,23.44,18.6,16.14,8.45,3.08,9.2,5.31,7.14,2.54,13.56,1.66
2013-03-13,1646.22,6.36,2.76,6.36,62.6,7.11,4.6,4.69,9.8,3.58,14.46,14.62,3.51,4.75,20.5,5.13,9.19,6.52,12.54,6.36,23.32,18.96,16.14,8.15,3.06,9.21,5.3,7.17,2.48,13.36,1.6
2013-03-14,1640.74,6.35,2.76,6.39,59.88,7.09,4.58,4.67,9.82,3.55,14.4,14.32,3.45,4.72,20.6,5.23,9.21,6.52,12.28,6.37,23.2,18.62,16.1,8.3,3.06,9.19,5.29,7.14,2.56,12.96,1.6
2013-03-15,1627.64,6.34,2.76,6.3,58.78,7.06,4.47,4.64,9.81,3.55,14.46,14.04,3.5,4.65,20.26,5.2,9,6.5,12.68,6.37,23.1,18.6,16,8.45,3.06,9,5.28,7.1,2.53,12.92,1.68
2013-03-18,1621.36,6.32,2.78,6.31,60.52,7.06,4.4,4.5,9.76,3.47,14.4,14.24,3.44,4.72,20.26,5.34,9.04,6.5,12.3,6.28,22.92,18.4,15.92,8.42,3.02,9.16,5.25,6.93,2.48,13.3,1.6
2013-03-19,1625.46,6.36,2.77,6.32,62.44,7.11,4.41,4.54,9.76,3.47,14.44,14.72,3.39,4.7,20.54,5.3,9.07,6.51,12.4,6.25,22.98,18.5,15.92,8.44,3.02,9.15,5.24,7,2.49,13.24,1.59
2013-03-20,1631.54,6.39,2.89,6.33,61.4,7.17,4.42,4.54,9.61,3.47,14.44,14.88,3.4,4.62,20.54,5.31,9.12,6.51,12.3,6.38,22.98,18.5,15.94,8.57,3.01,9.19,5.25,7.14,2.64,13.3,1.63
2013-03-21,1630.75,6.4,2.86,6.34,60.14,7.18,4.41,4.49,9.44,3.38,14.42,14.72,3.48,4.65,20.54,5.33,9.14,6.5,12.46,6.38,23.08,18.58,15.94,8.51,3.04,9.2,5.24,7.14,2.74,13.22,1.64
